"Census Tract","FIPS Code","Formatted FIPS","Estimated percent of all people under 18 between 2013-2017."
"36119010200, NY","36119010200","=""36119010200""","27.72"
"36103146612, NY","36103146612","=""36103146612""","23.14"
"36037951000, NY","36037951000","=""36037951000""","22.65"
"36029009501, NY","36029009501","=""36029009501""","23.45"
"36103123600, NY","36103123600","=""36103123600""","12.67"
"36103146615, NY","36103146615","=""36103146615""","17.37"
"36081091800, NY","36081091800","=""36081091800""","N/A"
"36081089200, NY","36081089200","=""36081089200""","18.23"
"36059415600, NY","36059415600","=""36059415600""","22.18"
"36103158206, NY","36103158206","=""36103158206""","22.16"
"36027610000, NY","36027610000","=""36027610000""","0.78"
"36059301400, NY","36059301400","=""36059301400""","27.56"
"36063022000, NY","36063022000","=""36063022000""","19.04"
"36055010602, NY","36055010602","=""36055010602""","19.17"
"36029010202, NY","36029010202","=""36029010202""","20.05"
"36001000403, NY","36001000403","=""36001000403""","12.95"
"36017970300, NY","36017970300","=""36017970300""","23.25"
"36103124602, NY","36103124602","=""36103124602""","16.54"
"36119005200, NY","36119005200","=""36119005200""","24.49"
"36067014000, NY","36067014000","=""36067014000""","24.25"
"36009961600, NY","36009961600","=""36009961600""","17.90"
"36103147802, NY","36103147802","=""36103147802""","22.71"
"36103124300, NY","36103124300","=""36103124300""","15.08"
"36045061300, NY","36045061300","=""36045061300""","27.38"
"36087011504, NY","36087011504","=""36087011504""","21.31"
"36115080100, NY","36115080100","=""36115080100""","22.91"
"36055014004, NY","36055014004","=""36055014004""","17.31"
"36065023501, NY","36065023501","=""36065023501""","15.69"
"36029009104, NY","36029009104","=""36029009104""","23.41"
"36035970700, NY","36035970700","=""36035970700""","24.85"
"36103124401, NY","36103124401","=""36103124401""","17.45"
"36001014612, NY","36001014612","=""36001014612""","22.10"
"36023970900, NY","36023970900","=""36023970900""","21.96"
"36059517101, NY","36059517101","=""36059517101""","22.73"
"36103112103, NY","36103112103","=""36103112103""","17.66"
"36103135403, NY","36103135403","=""36103135403""","27.35"
"36029010901, NY","36029010901","=""36029010901""","18.77"
"36059521400, NY","36059521400","=""36059521400""","21.16"
"36069050800, NY","36069050800","=""36069050800""","22.24"
"36067011011, NY","36067011011","=""36067011011""","15.76"
"36055015301, NY","36055015301","=""36055015301""","2.21"
"36119010702, NY","36119010702","=""36119010702""","22.54"
"36029016100, NY","36029016100","=""36029016100""","0.26"
"36013030100, NY","36013030100","=""36013030100""","23.61"
"36007001600, NY","36007001600","=""36007001600""","15.42"
"36027300000, NY","36027300000","=""36027300000""","17.01"
"36093032902, NY","36093032902","=""36093032902""","22.64"
"36045061200, NY","36045061200","=""36045061200""","29.51"
"36059517500, NY","36059517500","=""36059517500""","22.08"
"36103135303, NY","36103135303","=""36103135303""","23.28"
"36083041300, NY","36083041300","=""36083041300""","5.57"
"36119010901, NY","36119010901","=""36119010901""","18.33"
"36063022902, NY","36063022902","=""36063022902""","18.79"
"36001013505, NY","36001013505","=""36001013505""","18.85"
"36101960800, NY","36101960800","=""36101960800""","26.37"
"36103111505, NY","36103111505","=""36103111505""","23.61"
"36119005002, NY","36119005002","=""36119005002""","23.51"
"36111952400, NY","36111952400","=""36111952400""","17.24"
"36023970500, NY","36023970500","=""36023970500""","18.50"
"36011041700, NY","36011041700","=""36011041700""","21.01"
"36059522000, NY","36059522000","=""36059522000""","13.75"
"36029016200, NY","36029016200","=""36029016200""","17.53"
"36103158502, NY","36103158502","=""36103158502""","15.17"
"36103146800, NY","36103146800","=""36103146800""","23.73"
"36075021101, NY","36075021101","=""36075021101""","30.65"
"36019102200, NY","36019102200","=""36019102200""","23.63"
"36065022000, NY","36065022000","=""36065022000""","30.86"
"36059518400, NY","36059518400","=""36059518400""","24.68"
"36029009116, NY","36029009116","=""36029009116""","15.73"
"36103159509, NY","36103159509","=""36103159509""","21.78"
"36005016000, NY","36005016000","=""36005016000""","20.40"
"36005033400, NY","36005033400","=""36005033400""","9.82"
"36103123801, NY","36103123801","=""36103123801""","12.35"
"36065021900, NY","36065021900","=""36065021900""","26.66"
"36103111100, NY","36103111100","=""36103111100""","27.61"
"36059416100, NY","36059416100","=""36059416100""","21.71"
"36091060400, NY","36091060400","=""36091060400""","25.39"
"36067013200, NY","36067013200","=""36067013200""","19.60"
"36103159201, NY","36103159201","=""36103159201""","21.98"
"36059406202, NY","36059406202","=""36059406202""","25.49"
"36103123202, NY","36103123202","=""36103123202""","25.51"
"36103145704, NY","36103145704","=""36103145704""","29.04"
"36055010700, NY","36055010700","=""36055010700""","18.68"
"36029012800, NY","36029012800","=""36029012800""","18.93"
"36001002000, NY","36001002000","=""36001002000""","19.62"
"36055010902, NY","36055010902","=""36055010902""","15.97"
"36067010800, NY","36067010800","=""36067010800""","21.83"
"36081010701, NY","36081010701","=""36081010701""","N/A"
"36055014301, NY","36055014301","=""36055014301""","17.09"
"36103147401, NY","36103147401","=""36103147401""","18.46"
"36087010701, NY","36087010701","=""36087010701""","21.93"
"36089491100, NY","36089491100","=""36089491100""","3.01"
"36103123500, NY","36103123500","=""36103123500""","24.31"
"36091060902, NY","36091060902","=""36091060902""","25.74"
"36069050900, NY","36069050900","=""36069050900""","19.95"
"36085027301, NY","36085027301","=""36085027301""","22.37"
"36013035700, NY","36013035700","=""36013035700""","17.58"
"36071001500, NY","36071001500","=""36071001500""","23.91"
"36063022901, NY","36063022901","=""36063022901""","14.26"
"36087013300, NY","36087013300","=""36087013300""","15.73"
"36103145702, NY","36103145702","=""36103145702""","25.06"
"36103146901, NY","36103146901","=""36103146901""","20.98"
"36067013800, NY","36067013800","=""36067013800""","16.82"
"36047003400, NY","36047003400","=""36047003400""","16.21"
"36027150006, NY","36027150006","=""36027150006""","18.46"
"36055008500, NY","36055008500","=""36055008500""","11.50"
"36083041000, NY","36083041000","=""36083041000""","24.05"
"36001013706, NY","36001013706","=""36001013706""","25.74"
"36077590900, NY","36077590900","=""36077590900""","14.38"
"36053940101, NY","36053940101","=""36053940101""","26.87"
"36013030800, NY","36013030800","=""36013030800""","21.55"
"36069051600, NY","36069051600","=""36069051600""","17.74"
"36029014209, NY","36029014209","=""36029014209""","22.23"
"36029010805, NY","36029010805","=""36029010805""","14.82"
"36059404800, NY","36059404800","=""36059404800""","23.01"
"36081066400, NY","36081066400","=""36081066400""","21.49"
"36067014200, NY","36067014200","=""36067014200""","19.93"
"36029011600, NY","36029011600","=""36029011600""","16.28"
"36067005500, NY","36067005500","=""36067005500""","19.95"
"36059415402, NY","36059415402","=""36059415402""","23.79"
"36069051700, NY","36069051700","=""36069051700""","31.61"
"36119000702, NY","36119000702","=""36119000702""","15.70"
"36055013702, NY","36055013702","=""36055013702""","22.72"
"36103158505, NY","36103158505","=""36103158505""","22.28"
"36087011405, NY","36087011405","=""36087011405""","22.34"
"36081056100, NY","36081056100","=""36081056100""","8.06"
"36037950700, NY","36037950700","=""36037950700""","31.34"
"36103158319, NY","36103158319","=""36103158319""","22.25"
"36103111503, NY","36103111503","=""36103111503""","28.38"
"36071015100, NY","36071015100","=""36071015100""","25.87"
"36103158408, NY","36103158408","=""36103158408""","24.13"
"36103158604, NY","36103158604","=""36103158604""","21.02"
"36075021104, NY","36075021104","=""36075021104""","21.97"
"36061024000, NY","36061024000","=""36061024000""","0.33"
"36087011902, NY","36087011902","=""36087011902""","18.12"
"36113070100, NY","36113070100","=""36113070100""","15.14"
"36119014500, NY","36119014500","=""36119014500""","17.36"
"36103158607, NY","36103158607","=""36103158607""","20.52"
"36037950900, NY","36037950900","=""36037950900""","14.44"
"36083041200, NY","36083041200","=""36083041200""","13.74"
"36119010803, NY","36119010803","=""36119010803""","14.30"
"36103122603, NY","36103122603","=""36103122603""","23.90"
"36059415401, NY","36059415401","=""36059415401""","22.60"
"36103122404, NY","36103122404","=""36103122404""","25.72"
"36065980003, NY","36065980003","=""36065980003""","N/A"
"36063024301, NY","36063024301","=""36063024301""","19.62"
"36067011231, NY","36067011231","=""36067011231""","22.19"
"36059406600, NY","36059406600","=""36059406600""","27.23"
"36103123101, NY","36103123101","=""36103123101""","19.76"
"36059982100, NY","36059982100","=""36059982100""","2.87"
"36119011102, NY","36119011102","=""36119011102""","24.01"
"36065026600, NY","36065026600","=""36065026600""","0.00"
"36103111402, NY","36103111402","=""36103111402""","21.02"
"36069051000, NY","36069051000","=""36069051000""","16.32"
"36085000600, NY","36085000600","=""36085000600""","10.10"
"36103158102, NY","36103158102","=""36103158102""","20.39"
"36005001900, NY","36005001900","=""36005001900""","26.84"
"36085002100, NY","36085002100","=""36085002100""","25.66"
"36063020100, NY","36063020100","=""36063020100""","17.53"
"36103159000, NY","36103159000","=""36103159000""","19.60"
"36001000100, NY","36001000100","=""36001000100""","26.35"
"36015000700, NY","36015000700","=""36015000700""","23.07"
"36055014003, NY","36055014003","=""36055014003""","18.13"
"36059521000, NY","36059521000","=""36059521000""","21.11"
"36093033500, NY","36093033500","=""36093033500""","6.98"
"36059300600, NY","36059300600","=""36059300600""","25.15"
"36059414400, NY","36059414400","=""36059414400""","28.19"
"36103111703, NY","36103111703","=""36103111703""","19.37"
"36055008702, NY","36055008702","=""36055008702""","29.68"
"36029016400, NY","36029016400","=""36029016400""","24.15"
"36029009701, NY","36029009701","=""36029009701""","17.10"
"36071012602, NY","36071012602","=""36071012602""","15.68"
"36103159512, NY","36103159512","=""36103159512""","20.68"
"36059518100, NY","36059518100","=""36059518100""","23.65"
"36029009702, NY","36029009702","=""36029009702""","18.47"
"36059517200, NY","36059517200","=""36059517200""","26.63"
"36103112001, NY","36103112001","=""36103112001""","21.12"
"36011042100, NY","36011042100","=""36011042100""","10.20"
"36005000100, NY","36005000100","=""36005000100""","3.22"
"36085011202, NY","36085011202","=""36085011202""","20.58"
"36045061400, NY","36045061400","=""36045061400""","24.55"
"36103124200, NY","36103124200","=""36103124200""","14.35"
"36103111701, NY","36103111701","=""36103111701""","23.39"
"36007001700, NY","36007001700","=""36007001700""","19.61"
"36029014501, NY","36029014501","=""36029014501""","19.85"
"36103123402, NY","36103123402","=""36103123402""","20.90"
"36015000900, NY","36015000900","=""36015000900""","24.64"
"36065021702, NY","36065021702","=""36065021702""","19.70"
"36059518600, NY","36059518600","=""36059518600""","25.90"
"36071000600, NY","36071000600","=""36071000600""","38.47"
"36063023200, NY","36063023200","=""36063023200""","18.74"
"36055011100, NY","36055011100","=""36055011100""","16.23"
"36103158108, NY","36103158108","=""36103158108""","25.59"
"36103145903, NY","36103145903","=""36103145903""","22.43"
"36119007402, NY","36119007402","=""36119007402""","26.32"
"36029007901, NY","36029007901","=""36029007901""","16.05"
"36119014200, NY","36119014200","=""36119014200""","24.75"
"36103147001, NY","36103147001","=""36103147001""","21.91"
"36029012501, NY","36029012501","=""36029012501""","19.97"
"36059520002, NY","36059520002","=""36059520002""","20.00"
"36055013601, NY","36055013601","=""36055013601""","19.23"
"36089491900, NY","36089491900","=""36089491900""","1.17"
"36043011100, NY","36043011100","=""36043011100""","14.93"
"36055013505, NY","36055013505","=""36055013505""","19.11"
"36119014400, NY","36119014400","=""36119014400""","23.84"
"36059302102, NY","36059302102","=""36059302102""","29.96"
"36101962500, NY","36101962500","=""36101962500""","20.34"
"36119013301, NY","36119013301","=""36119013301""","27.76"
"36113070500, NY","36113070500","=""36113070500""","20.91"
"36103123201, NY","36103123201","=""36103123201""","24.23"
"36085020801, NY","36085020801","=""36085020801""","22.07"
"36059413200, NY","36059413200","=""36059413200""","13.73"
"36103147100, NY","36103147100","=""36103147100""","23.42"
"36059411302, NY","36059411302","=""36059411302""","36.57"
"36001013100, NY","36001013100","=""36001013100""","16.90"
"36059415802, NY","36059415802","=""36059415802""","22.76"
"36021001200, NY","36021001200","=""36021001200""","20.43"
"36065021602, NY","36065021602","=""36065021602""","11.31"
"36007013202, NY","36007013202","=""36007013202""","14.56"
"36103145703, NY","36103145703","=""36103145703""","23.10"
"36005011000, NY","36005011000","=""36005011000""","11.50"
"36029017100, NY","36029017100","=""36029017100""","35.33"
"36083052503, NY","36083052503","=""36083052503""","23.19"
"36055010400, NY","36055010400","=""36055010400""","19.87"
"36043010501, NY","36043010501","=""36043010501""","18.46"
"36029017200, NY","36029017200","=""36029017200""","20.57"
"36057070500, NY","36057070500","=""36057070500""","30.20"
"36059411301, NY","36059411301","=""36059411301""","30.14"
"36067013000, NY","36067013000","=""36067013000""","17.12"
"36047070600, NY","36047070600","=""36047070600""","26.70"
"36029009114, NY","36029009114","=""36029009114""","20.83"
"36009961700, NY","36009961700","=""36009961700""","17.78"
"36055012800, NY","36055012800","=""36055012800""","22.51"
"36119000900, NY","36119000900","=""36119000900""","23.10"
"36047017700, NY","36047017700","=""36047017700""","N/A"
"36001014002, NY","36001014002","=""36001014002""","17.49"
"36067010900, NY","36067010900","=""36067010900""","15.56"
"36101962700, NY","36101962700","=""36101962700""","17.17"
"36077591200, NY","36077591200","=""36077591200""","10.03"
"36029013300, NY","36029013300","=""36029013300""","23.04"
"36057070800, NY","36057070800","=""36057070800""","18.50"
"36059412200, NY","36059412200","=""36059412200""","23.16"
"36015000400, NY","36015000400","=""36015000400""","24.35"
"36119011200, NY","36119011200","=""36119011200""","19.42"
"36085000300, NY","36085000300","=""36085000300""","18.42"
"36017970400, NY","36017970400","=""36017970400""","25.55"
"36103158609, NY","36103158609","=""36103158609""","23.81"
"36103158112, NY","36103158112","=""36103158112""","20.90"
