"Census Tract","FIPS Code","Formatted FIPS","Estimated percent of all people under 18 between 2013-2017."
"37063001001, NC","37063001001","=""37063001001""","24.60"
"37119003204, NC","37119003204","=""37119003204""","15.21"
"37119004600, NC","37119004600","=""37119004600""","23.14"
"37183053606, NC","37183053606","=""37183053606""","20.60"
"37063000500, NC","37063000500","=""37063000500""","18.80"
"37183054008, NC","37183054008","=""37183054008""","26.73"
"37119005305, NC","37119005305","=""37119005305""","26.24"
"37119005522, NC","37119005522","=""37119005522""","17.30"
"37183050800, NC","37183050800","=""37183050800""","16.96"
"37049960700, NC","37049960700","=""37049960700""","18.17"
"37119001923, NC","37119001923","=""37119001923""","28.11"
"37119005515, NC","37119005515","=""37119005515""","27.83"
"37183054006, NC","37183054006","=""37183054006""","23.84"
"37081012617, NC","37081012617","=""37081012617""","27.65"
"37119003106, NC","37119003106","=""37119003106""","29.60"
"37155960900, NC","37155960900","=""37155960900""","21.84"
"37067000400, NC","37067000400","=""37067000400""","28.76"
"37119001919, NC","37119001919","=""37119001919""","28.03"
"37183050100, NC","37183050100","=""37183050100""","5.96"
"37021000300, NC","37021000300","=""37021000300""","23.16"
"37183053519, NC","37183053519","=""37183053519""","26.32"
"37119001507, NC","37119001507","=""37119001507""","29.40"
"37067000802, NC","37067000802","=""37067000802""","28.31"
"37119001400, NC","37119001400","=""37119001400""","13.45"
"37067000801, NC","37067000801","=""37067000801""","14.82"
"37031970401, NC","37031970401","=""37031970401""","16.10"
"37119001609, NC","37119001609","=""37119001609""","25.88"
"37067002100, NC","37067002100","=""37067002100""","16.51"
"37183053425, NC","37183053425","=""37183053425""","28.69"
"37119000500, NC","37119000500","=""37119000500""","7.34"
"37183053719, NC","37183053719","=""37183053719""","29.57"
"37081011500, NC","37081011500","=""37081011500""","16.29"
"37119001608, NC","37119001608","=""37119001608""","26.87"
"37119001918, NC","37119001918","=""37119001918""","20.29"
"37119003300, NC","37119003300","=""37119003300""","13.98"
"37119001606, NC","37119001606","=""37119001606""","24.76"
"37119001801, NC","37119001801","=""37119001801""","19.05"
"37183050700, NC","37183050700","=""37183050700""","22.72"
"37119005511, NC","37119005511","=""37119005511""","22.79"
"37119000100, NC","37119000100","=""37119000100""","2.75"
"37081010602, NC","37081010602","=""37081010602""","6.45"
"37063001400, NC","37063001400","=""37063001400""","36.17"
"37129010200, NC","37129010200","=""37129010200""","21.45"
"37119002300, NC","37119002300","=""37119002300""","42.21"
"37119001100, NC","37119001100","=""37119001100""","20.42"
"37119003201, NC","37119003201","=""37119003201""","28.68"
"37183050900, NC","37183050900","=""37183050900""","20.39"
"37129010100, NC","37129010100","=""37129010100""","29.85"
"37183051200, NC","37183051200","=""37183051200""","10.08"
"37147000202, NC","37147000202","=""37147000202""","20.46"
"37183050400, NC","37183050400","=""37183050400""","13.09"
"37067000700, NC","37067000700","=""37067000700""","20.31"
"37119003018, NC","37119003018","=""37119003018""","22.58"
"37119001510, NC","37119001510","=""37119001510""","21.65"
"37119001607, NC","37119001607","=""37119001607""","25.95"
"37183053605, NC","37183053605","=""37183053605""","20.49"
"37119005827, NC","37119005827","=""37119005827""","16.48"
"37139960100, NC","37139960100","=""37139960100""","13.64"
"37119003808, NC","37119003808","=""37119003808""","30.15"
"37183051102, NC","37183051102","=""37183051102""","2.08"
"37063001304, NC","37063001304","=""37063001304""","33.68"
"37063000302, NC","37063000302","=""37063000302""","21.70"
"37119003500, NC","37119003500","=""37119003500""","15.51"
"37081010702, NC","37081010702","=""37081010702""","1.76"
"37021000600, NC","37021000600","=""37021000600""","13.24"
"37021000700, NC","37021000700","=""37021000700""","13.22"
"37129011000, NC","37129011000","=""37129011000""","29.44"
"37119002701, NC","37119002701","=""37119002701""","15.56"
"37067000500, NC","37067000500","=""37067000500""","26.76"
"37183053423, NC","37183053423","=""37183053423""","22.11"
"37183053422, NC","37183053422","=""37183053422""","26.51"
"37195000200, NC","37195000200","=""37195000200""","28.00"
"37183051101, NC","37183051101","=""37183051101""","4.96"
"37195000801, NC","37195000801","=""37195000801""","29.38"
"37183050600, NC","37183050600","=""37183050600""","19.56"
"37081010401, NC","37081010401","=""37081010401""","16.18"
"37067001100, NC","37067001100","=""37067001100""","12.22"
"37133001500, NC","37133001500","=""37133001500""","26.99"
"37081010403, NC","37081010403","=""37081010403""","22.00"
"37195000300, NC","37195000300","=""37195000300""","29.31"
"37183053713, NC","37183053713","=""37183053713""","18.56"
"37119002100, NC","37119002100","=""37119002100""","18.76"
"37119001000, NC","37119001000","=""37119001000""","16.30"
"37067001901, NC","37067001901","=""37067001901""","28.87"
"37135011602, NC","37135011602","=""37135011602""","3.92"
"37119003108, NC","37119003108","=""37119003108""","27.21"
"37063002200, NC","37063002200","=""37063002200""","15.23"
"37081013601, NC","37081013601","=""37081013601""","9.82"
"37067000200, NC","37067000200","=""37067000200""","9.97"
"37119002500, NC","37119002500","=""37119002500""","11.51"
"37063001303, NC","37063001303","=""37063001303""","9.82"
"37119001701, NC","37119001701","=""37119001701""","24.98"
"37081012608, NC","37081012608","=""37081012608""","29.10"
"37081010900, NC","37081010900","=""37081010900""","9.04"
"37067000100, NC","37067000100","=""37067000100""","1.17"
"37063000402, NC","37063000402","=""37063000402""","9.03"
"37133000800, NC","37133000800","=""37133000800""","22.74"
"37119002400, NC","37119002400","=""37119002400""","16.20"
"37063001100, NC","37063001100","=""37063001100""","27.65"
"37063000301, NC","37063000301","=""37063000301""","19.06"
"37021000200, NC","37021000200","=""37021000200""","21.71"
"37129011100, NC","37129011100","=""37129011100""","28.62"
"37119000400, NC","37119000400","=""37119000400""","2.02"
"37067000600, NC","37067000600","=""37067000600""","25.47"
"37119000800, NC","37119000800","=""37119000800""","30.75"
"37119000700, NC","37119000700","=""37119000700""","11.46"
"37051003311, NC","37051003311","=""37051003311""","16.87"
"37081010701, NC","37081010701","=""37081010701""","9.59"
"37063002300, NC","37063002300","=""37063002300""","18.42"
"37067000302, NC","37067000302","=""37067000302""","27.86"
"37119005516, NC","37119005516","=""37119005516""","34.48"
"37129011200, NC","37129011200","=""37129011200""","19.27"
"37119005307, NC","37119005307","=""37119005307""","24.57"
"37119004700, NC","37119004700","=""37119004700""","15.12"
"37119003203, NC","37119003203","=""37119003203""","12.47"
"37119000900, NC","37119000900","=""37119000900""","15.87"
"37183052409, NC","37183052409","=""37183052409""","6.63"
"37081010100, NC","37081010100","=""37081010100""","32.12"
"37135011300, NC","37135011300","=""37135011300""","8.02"
"37119005915, NC","37119005915","=""37119005915""","15.12"
"37119000600, NC","37119000600","=""37119000600""","13.68"
"37183052408, NC","37183052408","=""37183052408""","28.21"
"37183050300, NC","37183050300","=""37183050300""","5.58"
"37063000900, NC","37063000900","=""37063000900""","23.00"
"37119001605, NC","37119001605","=""37119001605""","17.82"
"37119005000, NC","37119005000","=""37119005000""","23.66"
"37183051000, NC","37183051000","=""37183051000""","5.93"
"37021000100, NC","37021000100","=""37021000100""","2.73"
"37107010400, NC","37107010400","=""37107010400""","19.97"
"37067000301, NC","37067000301","=""37067000301""","29.82"
"37119004900, NC","37119004900","=""37119004900""","11.19"
"37119000300, NC","37119000300","=""37119000300""","4.99"
"37119003109, NC","37119003109","=""37119003109""","27.03"
"37119005308, NC","37119005308","=""37119005308""","35.76"
"37063001301, NC","37063001301","=""37063001301""","27.75"
"37119002600, NC","37119002600","=""37119002600""","16.13"
"37135011601, NC","37135011601","=""37135011601""","0.98"
"37119980300, NC","37119980300","=""37119980300""","N/A"
"37063001503, NC","37063001503","=""37063001503""","2.38"

"Location: North Carolina (State)"

"Census Tract Boundary Year: 2010"

"Indicator source: Census"
"http://www.policymap.com/our-data-directory.html#Census:%20Decennial%20Census%20and%20American%20Community%20Survey%20(ACS)"

"When using PolicyMap data in your work, please consult the Terms of Use and the instructions for Citing Us:"
"https://www.policymap.com/terms/"
"https://www.policymap.com/citing/"
