"Census Tract","FIPS Code","Formatted FIPS","Estimated percent of all people under 18 between 2013-2017."
"37183052901, NC","37183052901","=""37183052901""","27.70"
"37133002500, NC","37133002500","=""37133002500""","29.10"
"37063002019, NC","37063002019","=""37063002019""","11.59"
"37067003402, NC","37067003402","=""37067003402""","20.16"
"37111970500, NC","37111970500","=""37111970500""","23.65"
"37067003312, NC","37067003312","=""37067003312""","21.73"
"37067003105, NC","37067003105","=""37067003105""","28.14"
"37183053808, NC","37183053808","=""37183053808""","24.00"
"37179021008, NC","37179021008","=""37179021008""","34.54"
"37027031401, NC","37027031401","=""37027031401""","19.72"
"37135010701, NC","37135010701","=""37135010701""","23.70"
"37179020307, NC","37179020307","=""37179020307""","28.86"
"37025041302, NC","37025041302","=""37025041302""","34.37"
"37019020310, NC","37019020310","=""37019020310""","8.57"
"37051003104, NC","37051003104","=""37051003104""","28.33"
"37141920201, NC","37141920201","=""37141920201""","26.41"
"37127010300, NC","37127010300","=""37127010300""","18.99"
"37025041303, NC","37025041303","=""37025041303""","34.36"
"37105030402, NC","37105030402","=""37105030402""","26.08"
"37071030601, NC","37071030601","=""37071030601""","20.52"
"37135010704, NC","37135010704","=""37135010704""","20.20"
"37135012201, NC","37135012201","=""37135012201""","21.50"
"37031970304, NC","37031970304","=""37031970304""","13.59"
"37067002808, NC","37067002808","=""37067002808""","21.22"
"37057060301, NC","37057060301","=""37057060301""","23.48"
"37193960700, NC","37193960700","=""37193960700""","20.89"
"37097061304, NC","37097061304","=""37097061304""","23.21"
"37063002017, NC","37063002017","=""37063002017""","20.77"
"37071030205, NC","37071030205","=""37071030205""","25.53"
"37133002400, NC","37133002400","=""37133002400""","26.91"
"37097061203, NC","37097061203","=""37097061203""","22.59"
"37097061204, NC","37097061204","=""37097061204""","21.67"
"37183053411, NC","37183053411","=""37183053411""","35.24"
"37021002606, NC","37021002606","=""37021002606""","26.10"
"37031970701, NC","37031970701","=""37031970701""","29.57"
"37183054111, NC","37183054111","=""37183054111""","28.50"
"37027030500, NC","37027030500","=""37027030500""","20.79"
"37119006104, NC","37119006104","=""37119006104""","24.98"
"37021003103, NC","37021003103","=""37021003103""","18.70"
"37023021400, NC","37023021400","=""37023021400""","22.99"
"37071030602, NC","37071030602","=""37071030602""","20.27"
"37157041400, NC","37157041400","=""37157041400""","22.74"
"37183980100, NC","37183980100","=""37183980100""","N/A"
"37159050800, NC","37159050800","=""37159050800""","20.19"
"37153970400, NC","37153970400","=""37153970400""","20.91"
"37097061401, NC","37097061401","=""37097061401""","25.88"
"37019020402, NC","37019020402","=""37019020402""","13.97"
"37147001001, NC","37147001001","=""37147001001""","19.94"
"37193960500, NC","37193960500","=""37193960500""","22.64"
"37125950601, NC","37125950601","=""37125950601""","14.00"
"37089930501, NC","37089930501","=""37089930501""","20.25"
"37089931000, NC","37089931000","=""37089931000""","27.53"
"37179021014, NC","37179021014","=""37179021014""","25.45"
"37021001600, NC","37021001600","=""37021001600""","19.97"
"37065021200, NC","37065021200","=""37065021200""","14.50"
"37165010200, NC","37165010200","=""37165010200""","31.82"
"37151030202, NC","37151030202","=""37151030202""","26.62"
"37179020502, NC","37179020502","=""37179020502""","22.22"
"37089931802, NC","37089931802","=""37089931802""","15.81"
"37037020401, NC","37037020401","=""37037020401""","25.41"
"37031970200, NC","37031970200","=""37031970200""","14.31"
"37125950702, NC","37125950702","=""37125950702""","12.20"
"37063001808, NC","37063001808","=""37063001808""","22.26"
"37171930501, NC","37171930501","=""37171930501""","20.22"
"37045950400, NC","37045950400","=""37045950400""","28.26"
"37063002018, NC","37063002018","=""37063002018""","13.54"
"37035010301, NC","37035010301","=""37035010301""","28.02"
"37105030502, NC","37105030502","=""37105030502""","26.57"
"37113970301, NC","37113970301","=""37113970301""","22.53"
"37119005715, NC","37119005715","=""37119005715""","21.61"
"37183054208, NC","37183054208","=""37183054208""","26.42"
"37183052809, NC","37183052809","=""37183052809""","30.48"
"37119005908, NC","37119005908","=""37119005908""","17.28"
"37183052806, NC","37183052806","=""37183052806""","31.70"
"37065020900, NC","37065020900","=""37065020900""","26.04"
"37191000601, NC","37191000601","=""37191000601""","28.67"
"37127010602, NC","37127010602","=""37127010602""","23.13"
"37057060601, NC","37057060601","=""37057060601""","29.66"
"37089931400, NC","37089931400","=""37089931400""","18.04"
"37021001700, NC","37021001700","=""37021001700""","13.49"
"37157041200, NC","37157041200","=""37157041200""","20.97"
"37031970501, NC","37031970501","=""37031970501""","22.52"
"37179020305, NC","37179020305","=""37179020305""","30.27"
"37179020403, NC","37179020403","=""37179020403""","23.33"
"37021002204, NC","37021002204","=""37021002204""","13.96"
"37081016204, NC","37081016204","=""37081016204""","33.36"
"37119006005, NC","37119006005","=""37119006005""","27.46"
"37195000600, NC","37195000600","=""37195000600""","24.69"
"37195000400, NC","37195000400","=""37195000400""","20.81"
"37087921000, NC","37087921000","=""37087921000""","22.09"
"37021002702, NC","37021002702","=""37021002702""","15.50"
"37027031402, NC","37027031402","=""37027031402""","20.61"
"37035011000, NC","37035011000","=""37035011000""","25.54"
"37067003500, NC","37067003500","=""37067003500""","33.40"
"37021002701, NC","37021002701","=""37021002701""","15.95"
"37071030801, NC","37071030801","=""37071030801""","17.03"
"37155960502, NC","37155960502","=""37155960502""","17.11"
"37133002100, NC","37133002100","=""37133002100""","27.11"
"37161960600, NC","37161960600","=""37161960600""","21.63"
"37021002607, NC","37021002607","=""37021002607""","23.36"
"37063002027, NC","37063002027","=""37063002027""","21.69"
"37183052803, NC","37183052803","=""37183052803""","31.98"
"37147001301, NC","37147001301","=""37147001301""","27.04"
"37063002020, NC","37063002020","=""37063002020""","25.45"
"37021002203, NC","37021002203","=""37021002203""","18.04"
"37067003107, NC","37067003107","=""37067003107""","19.70"
"37025042000, NC","37025042000","=""37025042000""","20.52"
"37067003600, NC","37067003600","=""37067003600""","23.05"
"37127010504, NC","37127010504","=""37127010504""","27.72"
"37153970600, NC","37153970600","=""37153970600""","23.87"
"37067003002, NC","37067003002","=""37067003002""","31.56"
"37183053609, NC","37183053609","=""37183053609""","17.49"
"37087920300, NC","37087920300","=""37087920300""","23.86"
"37179021012, NC","37179021012","=""37179021012""","35.18"
"37071033306, NC","37071033306","=""37071033306""","18.60"
"37063001707, NC","37063001707","=""37063001707""","15.88"
"37191001200, NC","37191001200","=""37191001200""","19.25"
"37127010502, NC","37127010502","=""37127010502""","16.64"
"37067003003, NC","37067003003","=""37067003003""","24.68"
"37183053111, NC","37183053111","=""37183053111""","27.52"
"37171930301, NC","37171930301","=""37171930301""","16.68"
"37097061602, NC","37097061602","=""37097061602""","24.36"
"37071030802, NC","37071030802","=""37071030802""","20.63"
"37031970504, NC","37031970504","=""37031970504""","21.84"
"37183054110, NC","37183054110","=""37183054110""","29.55"
"37067003804, NC","37067003804","=""37067003804""","13.18"
"37119005706, NC","37119005706","=""37119005706""","25.65"
"37149920301, NC","37149920301","=""37149920301""","10.46"
"37051002504, NC","37051002504","=""37051002504""","30.04"
"37119006203, NC","37119006203","=""37119006203""","16.82"
"37071030700, NC","37071030700","=""37071030700""","22.90"
"37067004015, NC","37067004015","=""37067004015""","23.98"
"37067003803, NC","37067003803","=""37067003803""","17.25"
"37057060302, NC","37057060302","=""37057060302""","22.48"
"37097061502, NC","37097061502","=""37097061502""","31.12"
"37119005912, NC","37119005912","=""37119005912""","22.87"
"37105030102, NC","37105030102","=""37105030102""","22.65"
"37089930800, NC","37089930800","=""37089930800""","13.83"
"37157040300, NC","37157040300","=""37157040300""","19.77"
"37027030600, NC","37027030600","=""37027030600""","21.06"
"37133000900, NC","37133000900","=""37133000900""","24.56"
"37067004104, NC","37067004104","=""37067004104""","23.05"
"37171930502, NC","37171930502","=""37171930502""","19.30"
"37071033400, NC","37071033400","=""37071033400""","23.22"
"37065020400, NC","37065020400","=""37065020400""","29.19"
"37119980100, NC","37119980100","=""37119980100""","N/A"
"37081015706, NC","37081015706","=""37081015706""","21.03"
"37089930401, NC","37089930401","=""37089930401""","26.32"
"37183054209, NC","37183054209","=""37183054209""","30.23"
"37093970300, NC","37093970300","=""37093970300""","22.86"
"37107010800, NC","37107010800","=""37107010800""","20.82"
"37165010101, NC","37165010101","=""37165010101""","23.24"
"37013930400, NC","37013930400","=""37013930400""","28.79"
"37071030102, NC","37071030102","=""37071030102""","25.04"
"37067003309, NC","37067003309","=""37067003309""","29.73"
"37021002505, NC","37021002505","=""37021002505""","19.37"
"37023020802, NC","37023020802","=""37023020802""","14.02"
"37129012104, NC","37129012104","=""37129012104""","22.76"
"37129011607, NC","37129011607","=""37129011607""","21.81"
"37183054106, NC","37183054106","=""37183054106""","24.76"
"37031971001, NC","37031971001","=""37031971001""","13.01"
"37155961302, NC","37155961302","=""37155961302""","34.69"
"37051003102, NC","37051003102","=""37051003102""","33.34"
"37045950500, NC","37045950500","=""37045950500""","22.67"
"37119005824, NC","37119005824","=""37119005824""","29.54"
"37045951200, NC","37045951200","=""37045951200""","21.12"
"37183053206, NC","37183053206","=""37183053206""","30.30"
"37127010503, NC","37127010503","=""37127010503""","24.26"
"37057061500, NC","37057061500","=""37057061500""","31.45"
"37179021007, NC","37179021007","=""37179021007""","37.15"
"37067003313, NC","37067003313","=""37067003313""","22.54"
"37119005524, NC","37119005524","=""37119005524""","21.33"
"37147000603, NC","37147000603","=""37147000603""","28.15"
"37031970802, NC","37031970802","=""37031970802""","24.21"
"37067004103, NC","37067004103","=""37067004103""","25.12"
"37125950801, NC","37125950801","=""37125950801""","25.40"
"37119005620, NC","37119005620","=""37119005620""","30.39"
"37071033305, NC","37071033305","=""37071033305""","24.70"
"37111970300, NC","37111970300","=""37111970300""","22.99"
"37067003308, NC","37067003308","=""37067003308""","28.68"
"37183054115, NC","37183054115","=""37183054115""","26.32"
"37159051502, NC","37159051502","=""37159051502""","20.91"
"37067004005, NC","37067004005","=""37067004005""","19.83"
"37107010200, NC","37107010200","=""37107010200""","25.92"
"37159051303, NC","37159051303","=""37159051303""","20.88"
"37071031001, NC","37071031001","=""37071031001""","27.98"
"37159051204, NC","37159051204","=""37159051204""","25.82"
"37161960800, NC","37161960800","=""37161960800""","32.51"
"37183052903, NC","37183052903","=""37183052903""","21.16"
"37071031703, NC","37071031703","=""37071031703""","25.58"
"37129012001, NC","37129012001","=""37129012001""","22.31"
"37133001102, NC","37133001102","=""37133001102""","22.96"
"37119005713, NC","37119005713","=""37119005713""","22.49"
"37129011705, NC","37129011705","=""37129011705""","23.17"
"37183053007, NC","37183053007","=""37183053007""","20.59"
"37057060602, NC","37057060602","=""37057060602""","23.01"
"37025042200, NC","37025042200","=""37025042200""","23.66"
"37109071202, NC","37109071202","=""37109071202""","21.98"
"37081015704, NC","37081015704","=""37081015704""","21.53"
"37147001003, NC","37147001003","=""37147001003""","24.07"
"37031970703, NC","37031970703","=""37031970703""","20.04"
"37097061402, NC","37097061402","=""37097061402""","26.33"
"37081016011, NC","37081016011","=""37081016011""","18.34"
"37183054500, NC","37183054500","=""37183054500""","21.57"
"37001021206, NC","37001021206","=""37001021206""","29.38"
"37119005621, NC","37119005621","=""37119005621""","26.57"
"37183053805, NC","37183053805","=""37183053805""","24.39"
"37183052401, NC","37183052401","=""37183052401""","9.73"
"37067002804, NC","37067002804","=""37067002804""","27.19"
"37157040900, NC","37157040900","=""37157040900""","20.54"
"37025042602, NC","37025042602","=""37025042602""","28.72"
"37021002206, NC","37021002206","=""37021002206""","19.07"
"37035011200, NC","37035011200","=""37035011200""","17.97"
"37191000500, NC","37191000500","=""37191000500""","29.84"
"37001021207, NC","37001021207","=""37001021207""","20.69"
"37089931600, NC","37089931600","=""37089931600""","13.90"
"37071031003, NC","37071031003","=""37071031003""","18.80"
"37151030301, NC","37151030301","=""37151030301""","27.11"
"37159050201, NC","37159050201","=""37159050201""","25.50"
"37179021013, NC","37179021013","=""37179021013""","31.40"
"37179020312, NC","37179020312","=""37179020312""","25.65"
"37067002903, NC","37067002903","=""37067002903""","22.79"
"37035010302, NC","37035010302","=""37035010302""","23.50"
"37027030400, NC","37027030400","=""37027030400""","18.96"
"37147000601, NC","37147000601","=""37147000601""","20.13"
"37183054114, NC","37183054114","=""37183054114""","29.43"
"37067003703, NC","37067003703","=""37067003703""","24.54"
"37081016008, NC","37081016008","=""37081016008""","26.64"
"37109071201, NC","37109071201","=""37109071201""","18.01"
"37155960802, NC","37155960802","=""37155960802""","32.94"
"37097060400, NC","37097060400","=""37097060400""","25.08"
"37183054203, NC","37183054203","=""37183054203""","25.46"
"37183053602, NC","37183053602","=""37183053602""","31.19"
"37097061404, NC","37097061404","=""37097061404""","21.12"
"37067004010, NC","37067004010","=""37067004010""","20.40"
"37071031500, NC","37071031500","=""37071031500""","24.37"
"37183054013, NC","37183054013","=""37183054013""","26.41"
"37063001809, NC","37063001809","=""37063001809""","26.03"
"37019020305, NC","37019020305","=""37019020305""","21.42"
"37179020306, NC","37179020306","=""37179020306""","34.27"
"37159050202, NC","37159050202","=""37159050202""","23.71"
"37021002503, NC","37021002503","=""37021002503""","19.54"
"37021001400, NC","37021001400","=""37021001400""","14.67"
"37001020801, NC","37001020801","=""37001020801""","25.25"
"37183053610, NC","37183053610","=""37183053610""","18.15"
"37119006103, NC","37119006103","=""37119006103""","23.98"
"37183053721, NC","37183053721","=""37183053721""","22.45"
"37183053803, NC","37183053803","=""37183053803""","29.43"
"37191000700, NC","37191000700","=""37191000700""","18.41"
"37119005711, NC","37119005711","=""37119005711""","15.28"
"37001020400, NC","37001020400","=""37001020400""","28.22"
"37109070201, NC","37109070201","=""37109070201""","25.06"
"37071031302, NC","37071031302","=""37071031302""","21.36"
"37001021205, NC","37001021205","=""37001021205""","24.95"
"37119005823, NC","37119005823","=""37119005823""","28.87"
"37081980100, NC","37081980100","=""37081980100""","N/A"
"37051002502, NC","37051002502","=""37051002502""","20.25"
"37183054104, NC","37183054104","=""37183054104""","29.34"
"37019020511, NC","37019020511","=""37019020511""","11.94"
"37151031504, NC","37151031504","=""37151031504""","22.37"
"37151030400, NC","37151030400","=""37151030400""","27.28"
"37119005401, NC","37119005401","=""37119005401""","25.91"
"37021002506, NC","37021002506","=""37021002506""","28.48"
"37019020504, NC","37019020504","=""37019020504""","3.29"
"37051003401, NC","37051003401","=""37051003401""","36.08"
"37001020300, NC","37001020300","=""37001020300""","27.97"
"37119006405, NC","37119006405","=""37119006405""","23.78"
"37057060101, NC","37057060101","=""37057060101""","29.69"
"37071031301, NC","37071031301","=""37071031301""","25.50"
"37129012202, NC","37129012202","=""37129012202""","23.77"
"37031970603, NC","37031970603","=""37031970603""","16.85"
"37021002205, NC","37021002205","=""37021002205""","18.93"
"37183054105, NC","37183054105","=""37183054105""","21.82"
"37119005909, NC","37119005909","=""37119005909""","30.54"
"37067003314, NC","37067003314","=""37067003314""","23.00"
"37049960404, NC","37049960404","=""37049960404""","11.02"
"37109070202, NC","37109070202","=""37109070202""","19.73"
"37031970901, NC","37031970901","=""37031970901""","22.82"
"37067003315, NC","37067003315","=""37067003315""","20.33"
"37025042401, NC","37025042401","=""37025042401""","20.05"
"37119980200, NC","37119980200","=""37119980200""","N/A"
"37089930600, NC","37089930600","=""37089930600""","19.86"
"37183054112, NC","37183054112","=""37183054112""","30.83"
"37057060900, NC","37057060900","=""37057060900""","23.92"
"37179020311, NC","37179020311","=""37179020311""","26.03"
"37119006010, NC","37119006010","=""37119006010""","31.63"
"37001021102, NC","37001021102","=""37001021102""","23.12"
"37125950701, NC","37125950701","=""37125950701""","20.80"
"37183053521, NC","37183053521","=""37183053521""","21.91"
"37179020315, NC","37179020315","=""37179020315""","30.60"
"37127010200, NC","37127010200","=""37127010200""","22.63"
"37087920400, NC","37087920400","=""37087920400""","19.85"
"37067004011, NC","37067004011","=""37067004011""","22.01"
"37179020501, NC","37179020501","=""37179020501""","26.32"
"37025042501, NC","37025042501","=""37025042501""","19.41"
"37119006007, NC","37119006007","=""37119006007""","30.30"
"37013930300, NC","37013930300","=""37013930300""","25.90"
"37151030302, NC","37151030302","=""37151030302""","26.18"
"37189920601, NC","37189920601","=""37189920601""","10.08"
"37097060601, NC","37097060601","=""37097060601""","22.69"
"37129011703, NC","37129011703","=""37129011703""","19.64"
"37183053720, NC","37183053720","=""37183053720""","27.76"
"37141920102, NC","37141920102","=""37141920102""","10.91"
"37183053806, NC","37183053806","=""37183053806""","22.13"
"37031971102, NC","37031971102","=""37031971102""","11.18"
"37183054014, NC","37183054014","=""37183054014""","31.73"
"37023020600, NC","37023020600","=""37023020600""","19.09"
"37051003800, NC","37051003800","=""37051003800""","19.33"
"37119005812, NC","37119005812","=""37119005812""","18.61"
"37051001601, NC","37051001601","=""37051001601""","28.35"
"37001020902, NC","37001020902","=""37001020902""","22.23"
"37021003201, NC","37021003201","=""37021003201""","16.85"
"37159050700, NC","37159050700","=""37159050700""","24.57"
"37193960600, NC","37193960600","=""37193960600""","23.37"
"37119006006, NC","37119006006","=""37119006006""","26.37"
"37183053601, NC","37183053601","=""37183053601""","32.38"
"37071032401, NC","37071032401","=""37071032401""","23.16"
"37087921100, NC","37087921100","=""37087921100""","12.82"
"37065020300, NC","37065020300","=""37065020300""","23.22"
"37031971101, NC","37031971101","=""37031971101""","7.88"
"37089931700, NC","37089931700","=""37089931700""","14.13"
"37035010600, NC","37035010600","=""37035010600""","24.79"
"37191001302, NC","37191001302","=""37191001302""","23.34"
"37031970502, NC","37031970502","=""37031970502""","15.16"
"37067002604, NC","37067002604","=""37067002604""","26.18"
"37119004000, NC","37119004000","=""37119004000""","25.49"
"37049960402, NC","37049960402","=""37049960402""","25.86"
"37119006403, NC","37119006403","=""37119006403""","15.81"
"37025041100, NC","37025041100","=""37025041100""","27.57"
"37065021000, NC","37065021000","=""37065021000""","21.02"
"37183053512, NC","37183053512","=""37183053512""","20.69"
"37057060202, NC","37057060202","=""37057060202""","20.68"
"37071033304, NC","37071033304","=""37071033304""","22.65"
"37183052302, NC","37183052302","=""37183052302""","8.27"
"37179020404, NC","37179020404","=""37179020404""","30.03"
"37157040502, NC","37157040502","=""37157040502""","18.76"
"37151030100, NC","37151030100","=""37151030100""","22.04"
"37085071202, NC","37085071202","=""37085071202""","34.62"
"37181960400, NC","37181960400","=""37181960400""","21.41"
"37147001302, NC","37147001302","=""37147001302""","23.06"
"37191001301, NC","37191001301","=""37191001301""","21.02"
"37067002603, NC","37067002603","=""37067002603""","16.01"
"37055970200, NC","37055970200","=""37055970200""","16.83"
"37021001802, NC","37021001802","=""37021001802""","17.39"
"37183053006, NC","37183053006","=""37183053006""","22.09"
"37067004012, NC","37067004012","=""37067004012""","28.82"
"37063001807, NC","37063001807","=""37063001807""","27.13"
"37191001500, NC","37191001500","=""37191001500""","22.74"
"37051003103, NC","37051003103","=""37051003103""","27.77"
"37183053417, NC","37183053417","=""37183053417""","22.43"
"37025042604, NC","37025042604","=""37025042604""","25.20"
"37183053807, NC","37183053807","=""37183053807""","22.52"
"37067002806, NC","37067002806","=""37067002806""","20.83"
"37063001802, NC","37063001802","=""37063001802""","31.08"
"37119005508, NC","37119005508","=""37119005508""","24.62"
"37119005521, NC","37119005521","=""37119005521""","20.59"
"37179020316, NC","37179020316","=""37179020316""","26.32"
"37181960800, NC","37181960800","=""37181960800""","28.16"
"37077970400, NC","37077970400","=""37077970400""","24.85"
"37179021009, NC","37179021009","=""37179021009""","33.71"
"37145920400, NC","37145920400","=""37145920400""","20.32"
"37067003202, NC","37067003202","=""37067003202""","27.16"
"37035010304, NC","37035010304","=""37035010304""","26.65"
"37183054206, NC","37183054206","=""37183054206""","28.31"
"37025040702, NC","37025040702","=""37025040702""","28.81"
"37089931801, NC","37089931801","=""37089931801""","15.46"
"37067001700, NC","37067001700","=""37067001700""","32.31"
"37097061405, NC","37097061405","=""37097061405""","18.94"
"37083930501, NC","37083930501","=""37083930501""","21.52"
"37119003007, NC","37119003007","=""37119003007""","28.67"
"37031970302, NC","37031970302","=""37031970302""","14.78"
"37019020201, NC","37019020201","=""37019020201""","20.45"
"37081014502, NC","37081014502","=""37081014502""","24.79"
"37067003904, NC","37067003904","=""37067003904""","16.79"
"37035010502, NC","37035010502","=""37035010502""","23.81"
"37035010303, NC","37035010303","=""37035010303""","24.95"
"37155961100, NC","37155961100","=""37155961100""","31.51"
"37049960403, NC","37049960403","=""37049960403""","20.06"
"37051003408, NC","37051003408","=""37051003408""","33.27"
"37021002102, NC","37021002102","=""37021002102""","19.21"
"37183054207, NC","37183054207","=""37183054207""","28.58"
"37031970303, NC","37031970303","=""37031970303""","3.51"
"37081016005, NC","37081016005","=""37081016005""","19.55"
"37071032508, NC","37071032508","=""37071032508""","19.17"
"37051003307, NC","37051003307","=""37051003307""","26.04"
"37025042601, NC","37025042601","=""37025042601""","23.11"
"37119005523, NC","37119005523","=""37119005523""","15.03"
"37081016410, NC","37081016410","=""37081016410""","28.93"
"37133002300, NC","37133002300","=""37133002300""","29.01"
"37135011205, NC","37135011205","=""37135011205""","25.78"
"37191002000, NC","37191002000","=""37191002000""","24.51"
"37071031101, NC","37071031101","=""37071031101""","25.81"
"37183053205, NC","37183053205","=""37183053205""","27.47"
"37081014407, NC","37081014407","=""37081014407""","19.45"
"37067003004, NC","37067003004","=""37067003004""","21.17"
"37021001801, NC","37021001801","=""37021001801""","13.71"
"37179021006, NC","37179021006","=""37179021006""","35.99"
"37133002600, NC","37133002600","=""37133002600""","24.92"
"37025041000, NC","37025041000","=""37025041000""","26.65"
"37051001700, NC","37051001700","=""37051001700""","28.58"
"37057061600, NC","37057061600","=""37057061600""","28.71"
"37119003806, NC","37119003806","=""37119003806""","17.86"
"37071030902, NC","37071030902","=""37071030902""","24.40"
"37063001709, NC","37063001709","=""37063001709""","35.19"
"37183053005, NC","37183053005","=""37183053005""","23.09"
"37021001900, NC","37021001900","=""37021001900""","18.19"
"37077970702, NC","37077970702","=""37077970702""","23.75"
"37035010401, NC","37035010401","=""37035010401""","18.25"
"37045950900, NC","37045950900","=""37045950900""","25.92"
"37097060602, NC","37097060602","=""37097060602""","20.88"
"37105030101, NC","37105030101","=""37105030101""","25.63"
"37109070100, NC","37109070100","=""37109070100""","21.33"
"37135012100, NC","37135012100","=""37135012100""","19.75"
"37001021101, NC","37001021101","=""37001021101""","23.57"
"37027030100, NC","37027030100","=""37027030100""","21.67"
"37081016405, NC","37081016405","=""37081016405""","23.84"
"37119003805, NC","37119003805","=""37119003805""","11.66"
"37119006210, NC","37119006210","=""37119006210""","27.16"
"37057061000, NC","37057061000","=""37057061000""","21.60"
"37067003108, NC","37067003108","=""37067003108""","27.00"
"37153970700, NC","37153970700","=""37153970700""","22.58"
"37077970704, NC","37077970704","=""37077970704""","3.77"
"37097061503, NC","37097061503","=""37097061503""","24.08"
"37001020901, NC","37001020901","=""37001020901""","27.85"
"37167931201, NC","37167931201","=""37167931201""","24.24"
"37183053405, NC","37183053405","=""37183053405""","22.87"
"37031970902, NC","37031970902","=""37031970902""","12.57"
"37081012601, NC","37081012601","=""37081012601""","15.64"
"37183052503, NC","37183052503","=""37183052503""","15.92"
"37031970803, NC","37031970803","=""37031970803""","18.90"
"37081016409, NC","37081016409","=""37081016409""","20.62"
"37183053105, NC","37183053105","=""37183053105""","24.86"
"37119005518, NC","37119005518","=""37119005518""","28.02"
"37019020308, NC","37019020308","=""37019020308""","9.77"
"37119004400, NC","37119004400","=""37119004400""","24.60"
"37027031403, NC","37027031403","=""37027031403""","27.13"
"37183053106, NC","37183053106","=""37183053106""","20.57"
"37183054205, NC","37183054205","=""37183054205""","26.54"
"37181960600, NC","37181960600","=""37181960600""","28.76"
"37183052802, NC","37183052802","=""37183052802""","24.43"
"37081016406, NC","37081016406","=""37081016406""","17.27"
"37119005510, NC","37119005510","=""37119005510""","30.64"
"37021002000, NC","37021002000","=""37021002000""","20.08"
"37031970604, NC","37031970604","=""37031970604""","16.10"
"37067003403, NC","37067003403","=""37067003403""","37.96"
"37051001200, NC","37051001200","=""37051001200""","26.38"
"37071033202, NC","37071033202","=""37071033202""","22.52"
"37051001603, NC","37051001603","=""37051001603""","31.83"
"37001020702, NC","37001020702","=""37001020702""","21.50"
"37183053416, NC","37183053416","=""37183053416""","27.45"
"37129012004, NC","37129012004","=""37129012004""","21.24"
"37119005616, NC","37119005616","=""37119005616""","32.69"
"37081014501, NC","37081014501","=""37081014501""","26.65"
"37147000302, NC","37147000302","=""37147000302""","17.10"
"37089930900, NC","37089930900","=""37089930900""","16.49"
"37051002501, NC","37051002501","=""37051002501""","23.66"
"37183052101, NC","37183052101","=""37183052101""","23.78"
"37119006105, NC","37119006105","=""37119006105""","26.84"
"37067001500, NC","37067001500","=""37067001500""","33.29"
"37183052801, NC","37183052801","=""37183052801""","22.03"
"37051003305, NC","37051003305","=""37051003305""","17.95"
"37081012609, NC","37081012609","=""37081012609""","22.68"
"37183053203, NC","37183053203","=""37183053203""","35.51"
"37081016304, NC","37081016304","=""37081016304""","22.33"
"37119005712, NC","37119005712","=""37119005712""","20.89"
"37081016009, NC","37081016009","=""37081016009""","20.76"
"37067001400, NC","37067001400","=""37067001400""","29.95"
"37157040800, NC","37157040800","=""37157040800""","15.93"
"37063001705, NC","37063001705","=""37063001705""","21.10"
"37183053202, NC","37183053202","=""37183053202""","29.67"
"37097061403, NC","37097061403","=""37097061403""","18.15"
"37021001200, NC","37021001200","=""37021001200""","20.23"
"37063002009, NC","37063002009","=""37063002009""","20.90"
"37067003806, NC","37067003806","=""37067003806""","23.03"
"37129010600, NC","37129010600","=""37129010600""","15.05"
"37051003314, NC","37051003314","=""37051003314""","25.48"
"37071032200, NC","37071032200","=""37071032200""","21.96"
"37119005914, NC","37119005914","=""37119005914""","25.62"
"37067003805, NC","37067003805","=""37067003805""","20.70"
"37051001604, NC","37051001604","=""37051001604""","31.68"
"37067003310, NC","37067003310","=""37067003310""","29.16"
"37001020501, NC","37001020501","=""37001020501""","20.26"
"37067003307, NC","37067003307","=""37067003307""","20.33"
"37119005913, NC","37119005913","=""37119005913""","26.56"
"37063000600, NC","37063000600","=""37063000600""","19.48"
"37129011606, NC","37129011606","=""37129011606""","19.03"
"37051003407, NC","37051003407","=""37051003407""","14.25"
"37081016101, NC","37081016101","=""37081016101""","8.30"
"37119005838, NC","37119005838","=""37119005838""","28.04"
"37183054204, NC","37183054204","=""37183054204""","29.47"
"37097060100, NC","37097060100","=""37097060100""","19.20"
"37051002300, NC","37051002300","=""37051002300""","23.10"
"37139960400, NC","37139960400","=""37139960400""","27.97"
"37067003201, NC","37067003201","=""37067003201""","18.74"
"37179020317, NC","37179020317","=""37179020317""","31.70"
"37183053509, NC","37183053509","=""37183053509""","21.35"
"37119005717, NC","37119005717","=""37119005717""","24.15"
"37183053414, NC","37183053414","=""37183053414""","35.40"
"37183053421, NC","37183053421","=""37183053421""","29.00"
"37183053709, NC","37183053709","=""37183053709""","12.41"
"37129010300, NC","37129010300","=""37129010300""","20.35"
"37119005509, NC","37119005509","=""37119005509""","23.72"
"37001020701, NC","37001020701","=""37001020701""","15.76"
"37147000501, NC","37147000501","=""37147000501""","17.51"
"37183052701, NC","37183052701","=""37183052701""","25.55"
"37051003205, NC","37051003205","=""37051003205""","26.12"
"37071032301, NC","37071032301","=""37071032301""","22.67"
"37119005614, NC","37119005614","=""37119005614""","29.21"
"37129011701, NC","37129011701","=""37129011701""","12.74"
"37083930300, NC","37083930300","=""37083930300""","25.69"
"37057060800, NC","37057060800","=""37057060800""","21.71"
"37183053717, NC","37183053717","=""37183053717""","17.95"
"37051000200, NC","37051000200","=""37051000200""","33.84"
"37067004014, NC","37067004014","=""37067004014""","21.37"
"37081016407, NC","37081016407","=""37081016407""","23.79"
"37183053418, NC","37183053418","=""37183053418""","21.53"
